"","SerialNumber","TransportationMode","ArrivalTime","Age","ClassOfWorker","Occupation","Sex","MaritalStatus","HealthInsurance","EducationLevel","TotalIncome","IncomeAdjuster","PUMA","HomeOffice"
"1824",108536,NA,NA,58,NA,NA,2,1,1,21,0,1007588,11104,0
"1825",108537,"Driving",94,25,3,2310,2,5,1,21,47600,1007588,11104,0
"1826",108917,"Driving",92,51,1,7700,1,1,1,1,22000,1007588,11104,0
"1827",108918,"Driving",66,51,1,136,2,1,1,16,17000,1007588,11104,0
"1828",108919,"Driving",78,23,1,5350,1,5,1,16,10000,1007588,11104,0
"1829",108920,"Driving",151,20,2,5860,1,5,1,19,10000,1007588,11104,0
"1830",108921,NA,NA,70,NA,NA,2,2,1,1,0,1007588,11104,0
"1831",109261,NA,NA,21,1,4720,1,5,1,19,1300,1007588,8303,0
"1832",109262,NA,NA,20,1,3540,1,5,1,19,4000,1007588,8303,0
"1833",109324,"Driving",160,61,1,2750,1,1,1,22,37100,1007588,11104,0
"1834",109325,NA,NA,64,3,2440,2,1,1,22,5000,1007588,11104,0
"1835",109583,NA,NA,24,1,1530,2,5,1,21,12000,1007588,8303,0
"1836",109709,NA,NA,32,NA,NA,2,1,1,19,0,1007588,11106,0
"1837",109710,NA,82,33,1,4840,1,1,1,21,106000,1007588,11106,0
"1838",109711,NA,NA,6,NA,NA,2,5,1,2,NA,1007588,11106,0
"1839",109712,NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11106,0
"1840",109713,NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11106,0
"1841",109744,"Driving",75,26,1,530,2,5,1,21,30000,1007588,11104,0
"1842",109846,"Driving",65,32,1,6050,2,3,2,16,15800,1007588,11103,0
"1843",109847,NA,NA,16,NA,NA,2,5,1,12,0,1007588,11103,0
"1844",109848,NA,NA,14,NA,NA,1,5,1,10,NA,1007588,11103,0
"1845",109849,NA,NA,5,NA,NA,2,5,1,1,NA,1007588,11103,0
"1846",109850,"Driving",73,31,1,9600,1,5,2,19,60000,1007588,11103,0
"1847",109906,"Driving",78,29,1,8740,1,1,1,20,38000,1007588,11103,0
"1848",109907,"Driving",88,27,1,3320,2,1,1,18,35000,1007588,11103,0
"1849",109908,NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11103,0
"1850",110746,NA,NA,32,1,6200,1,5,2,19,0,1007588,8303,0
"1851",110951,NA,NA,66,NA,NA,2,5,1,13,12200,1007588,11106,0
"1852",111017,"Driving",127,45,1,2630,2,1,1,19,79600,1007588,11106,0
"1853",111018,"Biking",114,38,1,120,2,1,1,19,96000,1007588,11106,0
"1854",111019,"Driving",148,20,1,4150,2,5,1,19,6000,1007588,11106,0
"1855",111111,"Driving",88,48,3,430,1,1,1,22,95000,1007588,11103,0
"1856",111112,"Driving",88,48,3,2310,2,1,1,22,125300,1007588,11103,0
"1857",111113,NA,NA,13,NA,NA,2,5,1,10,NA,1007588,11103,0
"1858",111472,"Driving",73,49,1,1530,2,1,1,21,35000,1007588,11103,0
"1859",111473,"Driving",67,48,1,8220,1,1,1,21,23000,1007588,11103,0
"1860",111474,"Driving",94,20,1,4720,2,5,1,18,3500,1007588,11103,0
"1861",111475,NA,NA,18,NA,NA,2,5,1,18,0,1007588,11103,0
"1862",111476,NA,NA,13,NA,NA,1,5,1,10,NA,1007588,11103,0
"1863",111570,NA,NA,78,NA,NA,1,2,1,21,321000,1007588,8303,0
"1864",111693,NA,NA,59,5,630,2,3,1,21,50000,1007588,11103,0
"1865",111694,"Driving",109,36,1,4110,1,5,1,19,28000,1007588,11103,0
"1866",111695,NA,NA,21,NA,NA,2,5,1,19,0,1007588,11103,0
"1867",111696,NA,NA,39,9,9920,1,5,1,16,0,1007588,11103,0
"1868",111754,"Home Office",NA,64,6,710,1,4,1,22,554000,1007588,8303,1
"1869",111988,"Driving",108,46,1,2850,1,5,1,20,51000,1007588,8303,0
"1870",112115,"Driving",102,50,6,4510,2,1,1,18,10700,1007588,11106,0
"1871",112116,"Driving",78,54,6,6440,1,1,1,16,349000,1007588,11106,0
"1872",112117,"Driving",203,22,1,4110,1,5,1,19,12000,1007588,11106,0
"1873",112118,"Driving",191,17,1,4130,2,5,1,14,1500,1007588,11106,0
"1874",112119,"Driving",191,17,1,4130,2,5,1,14,1200,1007588,11106,0
"1875",112120,"Driving",78,76,6,7630,1,1,1,16,46100,1007588,11106,0
"1876",112121,NA,NA,75,NA,NA,2,1,1,14,14300,1007588,11106,0
"1877",112145,NA,NA,20,1,4760,2,5,1,19,9200,1007588,11106,0
"1878",112237,"Driving",85,42,1,4920,1,1,1,21,100000,1007588,11106,0
"1879",112238,"Driving",63,42,3,2310,2,1,1,21,12000,1007588,11106,0
"1880",112239,NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11106,0
"1881",112240,NA,NA,7,NA,NA,1,5,1,5,NA,1007588,11106,0
"1882",112793,NA,NA,90,NA,NA,2,2,1,22,10200,1007588,11106,0
"1883",113010,NA,NA,63,1,6050,1,1,1,9,22700,1007588,11106,0
"1884",113011,NA,NA,63,1,9640,2,1,1,9,4800,1007588,11106,0
"1885",113012,"Driving",64,24,1,4840,1,5,1,19,10000,1007588,11106,0
"1886",113013,"Driving",76,22,1,9600,1,5,1,18,10000,1007588,11106,0
"1887",113590,NA,100,54,1,6260,1,1,1,17,35000,1007588,11103,0
"1888",113591,NA,NA,53,NA,NA,2,1,1,15,0,1007588,11103,0
"1889",113592,NA,NA,28,1,2340,1,5,1,20,0,1007588,11103,0
"1890",113593,NA,NA,26,1,4720,1,5,1,20,20000,1007588,11103,0
"1891",113594,NA,NA,50,NA,NA,1,1,2,16,0,1007588,11104,0
"1892",113595,NA,NA,48,NA,NA,2,1,1,16,0,1007588,11104,0
"1893",113596,"Driving",121,27,3,3255,2,5,1,20,48000,1007588,11104,0
"1894",113597,"Driving",74,25,1,6260,1,5,2,16,12000,1007588,11104,0
"1895",113598,NA,NA,19,NA,NA,2,5,1,14,0,1007588,11104,0
"1896",113799,NA,NA,64,4,2310,2,1,1,22,41200,1007588,11103,0
"1897",113800,NA,NA,65,NA,NA,1,1,1,20,71400,1007588,11103,0
"1898",113967,"Walking",110,67,6,710,2,1,1,24,150000,1007588,8303,0
"1899",113968,"Driving",87,69,2,3060,1,1,1,23,320000,1007588,8303,0
"1900",113969,"Driving",94,21,1,4720,2,5,1,20,3000,1007588,8303,0
"1901",114272,NA,NA,39,6,2850,2,1,1,22,60000,1007588,8303,0
"1902",114273,"Driving",109,42,7,2100,1,1,1,22,206000,1007588,8303,0
"1903",114274,NA,NA,3,NA,NA,2,5,1,2,NA,1007588,8303,0
"1904",114275,NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,8303,0
"1905",114686,"Walking",78,30,1,6200,1,5,1,18,25000,1007588,11104,0
"1906",114687,"Driving",86,23,5,220,2,5,1,19,23000,1007588,11103,0
"1907",114688,"Driving",83,29,5,220,1,3,1,17,35000,1007588,11103,0
"1908",114768,NA,NA,19,1,5260,2,5,1,19,0,1007588,8303,0
"1909",114782,NA,NA,36,1,6005,2,1,2,16,0,1007588,11106,0
"1910",114783,"Driving",69,31,1,6005,1,1,2,16,35000,1007588,11106,0
"1911",114784,NA,NA,10,NA,NA,1,5,1,8,NA,1007588,11106,0
"1912",114785,NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11106,0
"1913",114786,"Driving",75,30,1,6050,1,5,2,16,28000,1007588,11106,0
"1914",114973,"Driving",88,27,3,5250,2,1,1,19,50000,1007588,11104,0
"1915",114974,"Driving",94,28,2,5250,1,1,1,20,50000,1007588,11104,0
"1916",115007,"Driving",100,62,3,2025,2,3,1,19,35000,1007588,11104,0
"1917",115102,NA,NA,80,NA,NA,2,1,1,21,30700,1007588,8303,0
"1918",115103,NA,NA,82,NA,NA,1,1,1,24,99000,1007588,8303,0
"1919",115200,NA,NA,67,2,2540,2,1,1,16,32600,1007588,8303,0
"1920",115201,NA,NA,69,1,310,1,1,1,16,10700,1007588,8303,0
"1921",115635,"Driving",130,69,6,1530,1,1,1,21,52000,1007588,8303,0
"1922",115636,NA,NA,71,NA,NA,2,1,1,22,0,1007588,8303,0
"1923",115947,"Driving",106,74,7,4920,1,1,1,22,485020,1007588,11106,0
"1924",115948,NA,NA,73,NA,NA,2,1,1,18,21500,1007588,11106,0
"1925",116275,NA,NA,19,NA,NA,1,5,1,18,4400,1007588,8303,0
"1926",116398,"Driving",145,81,3,630,1,5,1,22,39500,1007588,11103,0
"1927",116538,NA,NA,67,1,6420,1,1,1,16,40700,1007588,11103,0
"1928",116539,NA,NA,64,NA,NA,2,1,1,9,0,1007588,11103,0
"1929",116540,NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11103,0
"1930",116541,NA,NA,6,NA,NA,1,5,1,1,NA,1007588,11103,0
"1931",116542,"Driving",53,68,1,6050,1,4,1,1,30200,1007588,11103,0
"1932",116543,"Driving",174,40,1,8800,2,4,1,16,6500,1007588,11103,0
"1933",116544,NA,NA,18,NA,NA,1,5,1,14,0,1007588,11103,0
"1934",116616,NA,NA,90,NA,NA,2,2,1,16,18000,1007588,11104,0
"1935",116741,NA,NA,88,NA,NA,2,5,1,22,39500,1007588,11104,0
"1936",116742,NA,NA,94,NA,NA,2,2,1,21,0,1007588,11104,0
"1937",116845,NA,NA,82,3,800,2,1,1,22,102000,1007588,11104,0
"1938",116846,NA,NA,78,NA,NA,1,1,1,24,222000,1007588,11104,0
"1939",116923,NA,NA,81,NA,NA,1,1,1,16,18900,1007588,11103,0
"1940",116924,NA,NA,86,NA,NA,2,1,1,7,6700,1007588,11103,0
"1941",116938,"Biking",103,37,2,420,2,3,1,21,74000,1007588,8303,0
"1942",116939,"Biking",100,45,4,110,1,3,1,19,84000,1007588,8303,0
"1943",116978,NA,NA,69,1,5240,2,2,1,20,11400,1007588,11106,0
"1944",117106,NA,NA,68,6,4920,1,1,1,19,337100,1007588,8303,0
"1945",117107,NA,NA,64,NA,NA,2,1,1,20,1500,1007588,8303,0
"1946",117329,"Driving",81,55,1,5120,2,3,1,19,52700,1007588,8303,0
"1947",117330,NA,NA,16,NA,NA,1,5,1,13,0,1007588,8303,0
"1948",117331,"Walking",74,27,1,1700,1,5,1,21,150000,1007588,8303,0
"1949",117445,NA,NA,18,NA,NA,1,5,1,14,0,1007588,11103,0
"1950",117446,NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103,0
"1951",117447,"Driving",89,52,1,5840,2,3,1,19,47800,1007588,11103,0
"1952",117600,NA,NA,56,1,4510,2,4,1,17,9000,1007588,11103,0
"1953",117601,"Driving",100,20,1,2540,1,5,1,19,14000,1007588,11103,0
"1954",117650,"Driving",122,64,7,5120,2,1,1,18,195000,1007588,11106,0
"1955",117651,NA,NA,70,7,220,1,1,1,21,95700,1007588,11106,0
"1956",117732,"Driving",103,64,7,430,1,1,1,22,225250,1007588,11106,0
"1957",117733,"Driving",92,64,1,800,2,1,1,19,41000,1007588,11106,0
"1958",117792,"Driving",88,63,6,4230,2,2,1,16,21200,1007588,11103,0
"1959",117793,"Driving",51,33,1,8965,1,5,1,16,40000,1007588,11103,0
"1960",117987,NA,NA,51,1,6040,2,5,1,19,16100,1007588,11106,0
"1961",117988,NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11106,0
"1962",117989,NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11106,0
"1963",117990,"Driving",70,49,1,8650,1,5,1,18,8000,1007588,11106,0
"1964",118022,NA,NA,18,1,8740,1,5,1,19,30000,1007588,8303,0
"1965",118052,"Driving",88,33,5,565,2,1,1,22,105000,1007588,11104,0
"1966",118053,"Public Transit",100,38,1,1360,1,1,1,21,70000,1007588,11104,0
"1967",118054,NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11104,0
"1968",118055,NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11104,0
"1969",118134,"Driving",95,59,2,3060,1,1,1,23,244000,1007588,8303,0
"1970",118135,"Driving",99,52,3,3210,2,1,1,22,31000,1007588,8303,0
"1971",118197,"Driving",85,53,3,2310,2,1,1,22,40000,1007588,11104,0
"1972",118198,"Driving",70,50,1,4850,1,1,1,16,40000,1007588,11104,0
"1973",118199,"Driving",131,22,1,4110,2,5,1,21,9000,1007588,11104,0
"1974",118200,NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11104,0
"1975",118359,"Walking",100,44,1,5700,2,2,2,18,38000,1007588,8303,0
"1976",118360,NA,NA,22,1,3600,1,5,1,17,3500,1007588,8303,0
"1977",118539,NA,NA,79,NA,NA,1,1,1,16,24500,1007588,11106,0
"1978",118540,NA,NA,83,NA,NA,2,1,1,16,16100,1007588,11106,0
"1979",118828,NA,NA,70,6,4760,2,2,1,16,51500,1007588,11106,0
"1980",118865,"Driving",103,59,1,5120,2,3,1,20,53004,1007588,8303,0
"1981",118866,"Driving",93,32,3,5700,2,1,1,16,40000,1007588,8303,0
"1982",118867,"Driving",48,25,1,4700,2,1,1,16,27500,1007588,8303,0
"1983",118868,NA,NA,13,NA,NA,1,5,1,8,NA,1007588,8303,0
"1984",118869,NA,NA,8,NA,NA,2,5,1,6,NA,1007588,8303,0
"1985",118870,NA,NA,8,NA,NA,1,5,1,6,NA,1007588,8303,0
"1986",118871,NA,NA,8,NA,NA,1,5,1,2,NA,1007588,8303,0
"1987",118872,NA,NA,7,NA,NA,1,5,1,3,NA,1007588,8303,0
"1988",118873,"Driving",76,35,1,4850,1,1,1,16,62000,1007588,8303,0
"1989",118874,"Driving",151,34,1,4140,1,1,1,16,29600,1007588,8303,0
"1990",118906,"Driving",73,39,1,5120,2,1,1,20,47400,1007588,11103,0
"1991",118907,"Driving",67,35,1,9610,1,1,1,18,41200,1007588,11103,0
"1992",118908,NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11103,0
"1993",118909,NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103,0
"1994",119089,"Driving",88,37,1,9030,1,5,1,19,6000,1007588,11106,0
"1995",119090,NA,NA,14,NA,NA,1,5,1,11,NA,1007588,11106,0
"1996",119091,"Driving",107,37,6,4520,2,5,1,16,9800,1007588,11106,0
"1997",119526,"Driving",98,51,3,60,2,1,1,22,90000,1007588,8303,0
"1998",119527,"Driving",97,50,3,430,1,1,1,22,90000,1007588,8303,0
"1999",119755,"Driving",81,55,6,4210,1,1,1,21,70000,1007588,8303,0
"2000",119756,NA,NA,59,NA,NA,2,1,1,16,0,1007588,8303,0
"2001",119757,NA,NA,14,NA,NA,2,5,1,8,NA,1007588,8303,0
"2002",119758,NA,NA,38,1,5700,2,1,1,19,0,1007588,8303,0
"2003",119759,"Driving",76,33,1,6240,1,5,1,18,40000,1007588,8303,0
"2004",119760,NA,NA,8,NA,NA,2,5,1,5,NA,1007588,8303,0
"2005",119761,NA,NA,6,NA,NA,1,5,1,4,NA,1007588,8303,0
"2006",119762,NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,8303,0
"2007",119973,"Driving",53,31,1,4850,1,1,1,19,45000,1007588,8303,0
"2008",119974,"Driving",88,30,3,2310,2,1,1,23,56000,1007588,8303,0
"2009",119975,NA,NA,5,NA,NA,2,5,1,2,NA,1007588,8303,0
"2010",119976,NA,NA,3,NA,NA,1,5,1,1,NA,1007588,8303,0
"2011",120070,"Driving",96,47,1,4230,2,1,1,11,16800,1007588,8303,0
"2012",120071,NA,NA,18,1,4720,2,5,1,15,2300,1007588,8303,0
"2013",120072,NA,NA,9,NA,NA,2,5,1,7,NA,1007588,8303,0
"2014",120100,NA,NA,18,NA,NA,2,5,1,16,29000,1007588,8303,0
"2015",120321,NA,NA,73,NA,NA,2,2,1,21,20000,1007588,11104,0
"2016",120662,NA,NA,94,NA,NA,2,2,1,20,0,1007588,11106,0
"2017",120789,NA,NA,83,NA,NA,1,1,1,22,253800,1007588,8303,0
"2018",120865,"Driving",96,25,1,4610,2,5,2,16,17000,1007588,11103,0
"2019",120915,"Driving",56,49,1,9120,1,1,1,7,50000,1007588,11103,0
"2020",120916,"Driving",198,42,1,8710,2,1,1,6,2000,1007588,11103,0
"2021",120917,NA,NA,21,NA,NA,2,5,1,19,0,1007588,11103,0
"2022",120918,NA,NA,17,NA,NA,2,5,1,18,0,1007588,11103,0
"2023",120919,"Driving",79,40,1,9130,1,1,2,15,38000,1007588,11106,0
"2024",120920,NA,NA,43,1,4920,2,1,2,16,0,1007588,11106,0
"2025",120921,NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11106,0
"2026",120922,NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11106,0
"2027",120987,NA,NA,73,3,4220,1,3,1,19,15600,1007588,11103,0
"2028",121308,"Driving",121,34,4,2200,1,1,1,22,17000,1007588,8303,0
"2029",121309,NA,NA,26,2,2200,2,1,1,22,15000,1007588,8303,0
"2030",121407,NA,NA,44,NA,NA,2,1,1,19,0,1007588,11106,0
"2031",121408,"Driving",75,49,3,3740,1,1,1,20,98000,1007588,11106,0
"2032",121409,"Driving",94,17,1,4720,2,5,1,14,3000,1007588,11106,0
"2033",121410,NA,NA,14,NA,NA,2,5,1,13,NA,1007588,11106,0
"2034",121521,"Driving",201,46,6,5510,1,5,1,16,9600,1007588,8303,0
"2035",121586,NA,NA,56,1,6260,1,1,1,11,0,1007588,11106,0
"2036",121587,NA,NA,49,1,7750,2,1,1,16,6000,1007588,11106,0
"2037",121588,"Driving",99,25,1,5860,2,5,2,19,20800,1007588,11106,0
"2038",121589,"Driving",192,18,1,4020,1,5,1,19,6000,1007588,11106,0
"2039",121590,"Driving",100,17,1,4760,2,5,1,14,3300,1007588,11106,0
"2040",121591,NA,NA,15,NA,NA,2,5,1,12,0,1007588,11106,0
"2041",121592,NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11106,0
"2042",121593,NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11106,0
"2043",121729,NA,NA,22,2,1965,1,5,1,19,4000,1007588,8303,0
"2044",121730,NA,NA,23,1,5620,1,5,1,19,0,1007588,8303,0
"2045",121731,NA,NA,22,4,3955,1,5,1,19,4000,1007588,8303,0
"2046",121732,NA,NA,22,4,3955,1,5,1,19,4000,1007588,8303,0
"2047",121733,"Driving",107,22,1,4020,1,5,1,12,3000,1007588,8303,0
"2048",121734,NA,NA,22,1,4010,1,5,1,18,30000,1007588,8303,0
"2049",121735,NA,NA,21,4,4030,1,5,1,21,4000,1007588,8303,0
"2050",121766,"Driving",63,42,3,3850,1,1,1,21,80000,1007588,11103,0
"2051",121767,NA,NA,34,3,2000,2,1,1,20,65000,1007588,11103,0
"2052",121768,NA,NA,5,NA,NA,1,5,1,1,NA,1007588,11103,0
"2053",121769,NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103,0
"2054",121770,NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11103,0
"2055",121877,NA,NA,50,1,20,1,1,1,21,0,1007588,11103,0
"2056",121878,NA,NA,55,NA,NA,2,1,1,21,0,1007588,11103,0
"2057",122003,"Driving",132,60,7,2340,1,1,1,20,50000,1007588,11106,0
"2058",122004,"Driving",109,58,7,2340,2,1,1,21,50000,1007588,11106,0
"2059",122108,"Public Transit",94,60,1,800,1,1,1,22,504000,1007588,11106,0
"2060",122109,NA,NA,59,NA,NA,2,1,1,19,0,1007588,11106,0
"2061",122293,NA,NA,37,1,4610,2,1,1,16,0,1007588,11103,0
"2062",122294,"Driving",82,40,1,2600,1,1,1,16,70000,1007588,11103,0
"2063",122295,NA,NA,15,NA,NA,1,5,1,13,0,1007588,11103,0
"2064",122296,NA,NA,13,NA,NA,1,5,1,11,NA,1007588,11103,0
"2065",122387,NA,NA,22,1,4220,1,5,2,16,38000,1007588,8303,0
"2066",122567,"Driving",123,23,1,4720,2,5,1,11,12400,1007588,11103,0
"2067",122568,NA,NA,11,NA,NA,2,5,1,7,NA,1007588,11103,0
"2068",122569,NA,NA,10,NA,NA,1,5,1,4,NA,1007588,11103,0
"2069",122570,"Driving",219,38,1,4110,1,5,2,16,51000,1007588,11103,0
"2070",122648,"Public Transit",87,53,3,1220,1,1,1,21,93000,1007588,11104,0
"2071",122649,"Driving",90,51,3,1220,2,1,1,21,105000,1007588,11104,0
"2072",122650,NA,NA,17,NA,NA,1,5,1,14,0,1007588,11104,0
"2073",122651,NA,NA,15,NA,NA,2,5,1,12,0,1007588,11104,0
"2074",122919,"Driving",103,62,3,4610,2,1,1,21,15000,1007588,11106,0
"2075",122920,"Driving",106,63,1,3255,1,1,1,21,11000,1007588,11106,0
"2076",122921,"Driving",103,28,1,4760,2,5,1,21,32000,1007588,11106,0
"2077",123146,NA,NA,86,1,6320,1,2,1,16,2600,1007588,8303,0
"2078",123192,NA,NA,72,NA,NA,1,1,1,19,25100,1007588,11103,0
"2079",123193,NA,NA,71,NA,NA,2,1,1,19,23800,1007588,11103,0
"2080",123248,"Driving",103,30,4,2100,2,5,1,23,117000,1007588,8303,0
"2081",123249,"Driving",85,43,1,3060,1,3,1,23,350500,1007588,8303,0
"2082",123298,NA,NA,56,NA,NA,2,1,1,8,0,1007588,11106,0
"2083",123299,"Driving",79,60,1,6050,1,1,1,9,20000,1007588,11106,0
"2084",123317,NA,NA,60,6,205,1,3,1,18,150000,1007588,8303,0
"2085",123325,NA,NA,86,NA,NA,2,2,1,18,30000,1007588,11106,0
"2086",123391,"Driving",89,21,5,7140,1,5,1,18,28030,1007588,11103,0
"2087",123434,"Driving",50,58,1,8740,2,5,1,9,56400,1007588,8303,0
"2088",123435,NA,NA,51,NA,NA,2,3,1,20,8400,1007588,8303,0
"2089",123436,"Home Office",NA,43,1,4610,2,3,1,19,2400,1007588,8303,1
"2090",123437,NA,NA,25,1,9130,1,5,2,9,28000,1007588,8303,0
"2091",123438,NA,NA,79,NA,NA,2,2,1,9,0,1007588,8303,0
"2092",123439,"Driving",77,26,1,4610,2,5,2,19,12000,1007588,8303,0
"2093",123440,"Public Transit",102,24,1,4760,1,5,1,16,25000,1007588,8303,0
"2094",123441,"Walking",124,19,1,4720,2,5,1,16,15000,1007588,8303,0
"2095",123442,NA,NA,15,NA,NA,2,5,1,10,0,1007588,8303,0
"2096",123526,"Driving",115,38,6,2100,1,1,1,23,68100,1007588,8303,0
"2097",123527,"Driving",93,39,1,2100,2,1,1,23,113000,1007588,8303,0
"2098",123528,NA,NA,7,NA,NA,1,5,1,4,NA,1007588,8303,0
"2099",123529,NA,NA,5,NA,NA,1,5,1,2,NA,1007588,8303,0
"2100",123637,NA,NA,88,NA,NA,2,2,1,15,26600,1007588,11103,0
"2101",123638,NA,NA,47,1,500,1,5,1,20,0,1007588,11103,0
"2102",123742,"Driving",90,51,1,4850,1,3,1,16,80000,1007588,11104,0
"2103",123743,"Driving",90,49,1,4700,2,5,1,22,42000,1007588,11104,0
"2104",123823,NA,NA,22,1,9620,1,5,1,19,1000,1007588,11106,0
"2105",123840,"Driving",91,39,6,2100,1,5,1,24,40000,1007588,11106,0
"2106",123841,"Driving",88,45,1,2105,1,5,1,24,42000,1007588,11106,0
"2107",123842,"Driving",84,44,1,3649,2,3,1,21,24000,1007588,11106,0
"2108",123905,NA,NA,58,1,9620,1,5,1,21,40000,1007588,11103,0
"2109",123906,"Driving",99,59,1,420,2,3,1,19,39000,1007588,11103,0
"2110",123915,"Driving",81,47,1,5300,2,3,1,18,12000,1007588,11103,0
"2111",123916,NA,NA,21,NA,NA,2,1,1,15,0,1007588,11103,0
"2112",124077,"Driving",96,30,1,50,2,5,1,21,35000,1007588,8303,0
"2113",124144,"Driving",92,32,1,3320,2,1,1,23,50000,1007588,11106,0
"2114",124145,"Driving",198,39,1,9130,1,1,1,19,20000,1007588,11106,0
"2115",124146,NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11106,0
"2116",124147,NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11106,0
"2117",124779,NA,NA,65,NA,NA,1,5,1,19,18600,1007588,11103,0
"2118",125038,"Driving",95,55,1,300,1,1,1,24,520200,1007588,8303,0
"2119",125039,NA,NA,54,NA,NA,2,1,1,24,0,1007588,8303,0
"2120",125040,NA,NA,18,3,1005,1,5,1,18,7500,1007588,8303,0
"2121",125041,NA,NA,15,NA,NA,1,5,1,12,0,1007588,8303,0
"2122",125226,NA,NA,59,NA,NA,1,5,1,19,24120,1007588,11103,0
"2123",125273,"Driving",82,68,6,4700,1,1,1,1,30000,1007588,11103,0
"2124",125274,NA,NA,63,1,8740,2,1,1,19,21000,1007588,11103,0
"2125",125299,"Driving",114,47,3,3850,2,5,1,20,85000,1007588,11106,0
"2126",125741,NA,NA,39,1,8740,2,5,1,18,18300,1007588,11103,0
"2127",125742,NA,NA,14,NA,NA,1,5,1,10,NA,1007588,11103,0
"2128",125844,NA,NA,86,NA,NA,2,2,1,1,15100,1007588,11103,0
"2129",125845,"Driving",58,29,1,9620,1,5,1,19,6000,1007588,11103,0
"2130",125850,NA,NA,83,6,2710,1,1,1,24,22000,1007588,11103,0
"2131",125851,NA,NA,72,NA,NA,2,1,1,22,19200,1007588,11103,0
"2132",125914,NA,NA,19,6,4600,2,5,1,18,2000,1007588,8303,0
"2133",126106,NA,NA,87,NA,NA,2,2,1,22,71700,1007588,11106,0
"2134",126236,"Driving",90,54,1,3655,2,1,1,20,7500,1007588,11104,0
"2135",126237,"Driving",67,66,1,5940,1,1,1,18,122000,1007588,11104,0
"2136",126238,"Driving",67,20,1,2630,1,5,1,18,25000,1007588,11104,0
"2137",126303,"Driving",77,43,1,3255,2,1,1,20,60000,1007588,11106,0
"2138",126304,"Driving",80,44,1,6355,1,1,1,19,117600,1007588,11106,0
"2139",126305,NA,NA,14,NA,NA,2,5,1,10,NA,1007588,11106,0
"2140",126306,NA,NA,10,NA,NA,2,5,1,7,NA,1007588,11106,0
"2141",126307,NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11106,0
"2142",126638,"Home Office",NA,38,7,1030,1,5,1,16,20000,1007588,11104,1
"2143",126639,"Home Office",NA,23,1,740,1,5,1,21,39030,1007588,11104,1
"2144",126865,"Driving",108,59,6,120,2,1,1,16,108000,1007588,11104,0
"2145",126866,"Driving",84,58,7,430,1,1,1,16,214000,1007588,11104,0
"2146",126872,"Driving",73,57,5,1530,1,1,1,21,116000,1007588,11103,0
"2147",126873,"Driving",73,50,1,2830,2,1,1,17,72000,1007588,11103,0
"2148",126899,NA,NA,79,NA,NA,2,5,1,16,18000,1007588,8303,0
"2149",126900,"Driving",60,46,1,4700,2,5,1,16,35000,1007588,8303,0
"2150",126933,NA,NA,57,5,5240,1,5,1,18,57600,1007588,11104,0
"2151",127034,NA,NA,71,7,10,1,1,1,20,50600,1007588,11106,0
"2152",127035,"Driving",99,55,1,4700,2,1,1,19,35000,1007588,11106,0
"2153",127036,"Driving",106,25,1,800,2,5,1,21,50000,1007588,11106,0
"2154",127037,"Driving",101,24,1,8740,2,5,1,20,6600,1007588,11106,0
"2155",127038,NA,NA,94,NA,NA,2,2,1,16,13200,1007588,11106,0
"2156",127083,"Driving",80,38,1,7700,1,1,1,21,80000,1007588,11103,0
"2157",127084,"Driving",89,35,1,120,2,1,1,18,60000,1007588,11103,0
"2158",127085,NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11103,0
"2159",127214,NA,NA,88,NA,NA,2,2,1,14,10900,1007588,11103,0
"2160",127225,"Driving",81,19,1,9350,2,5,1,16,4200,1007588,8303,0
"2161",127226,"Driving",180,19,1,4150,2,5,1,19,8200,1007588,8303,0
"2162",127227,NA,NA,19,1,4840,2,5,1,19,1800,1007588,8303,0
"2163",127264,NA,NA,84,NA,NA,2,5,1,18,56200,1007588,11106,0
"2164",127280,"Driving",109,26,4,4020,1,5,1,19,18000,1007588,11104,0
